rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,slider_start,accuracy,participant_id,ctime
2689,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2701,0.0-0.0,NA,NA,0028f1cd-666d-448c-b427-018d5af5ccb1,2024-03-13 13:18:46 CET
23677,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",86,html-slider-response,1,26381,0.0-1.0-0.0,50,NA,0028f1cd-666d-448c-b427-018d5af5ccb1,2024-03-13 13:18:46 CET
14518,NA,"{""P0_Q0"":null,""age"":""39"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,40971,0.0-2.0,NA,[],0028f1cd-666d-448c-b427-018d5af5ccb1,2024-03-13 13:18:46 CET
9152,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,9175,0.0-0.0,NA,NA,8806ba37-058e-477c-b4b1-5f2ab282d8bd,2024-03-13 13:19:01 CET
47861,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,57038,0.0-1.0-0.0,50,NA,8806ba37-058e-477c-b4b1-5f2ab282d8bd,2024-03-13 13:19:01 CET
13856,NA,"{""P0_Q0"":null,""age"":""32"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,70927,0.0-2.0,NA,[],8806ba37-058e-477c-b4b1-5f2ab282d8bd,2024-03-13 13:19:01 CET
6325,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6337,0.0-0.0,NA,NA,a875e151-424d-4d25-9956-40dab2d11577,2024-03-13 13:19:28 CET
29743,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",94,html-slider-response,1,36085,0.0-1.0-0.0,50,NA,a875e151-424d-4d25-9956-40dab2d11577,2024-03-13 13:19:28 CET
31671,NA,"{""P0_Q0"":null,""age"":""62"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,67837,0.0-2.0,NA,[],a875e151-424d-4d25-9956-40dab2d11577,2024-03-13 13:19:28 CET
1781,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1786,0.0-0.0,NA,NA,53421c3c-1e8e-4e5d-98a4-de187ffeea38,2024-03-13 13:19:31 CET
32298,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",28,html-slider-response,1,34085,0.0-1.0-0.0,50,NA,53421c3c-1e8e-4e5d-98a4-de187ffeea38,2024-03-13 13:19:31 CET
17331,NA,"{""P0_Q0"":null,""age"":""37"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,51446,0.0-2.0,NA,[],53421c3c-1e8e-4e5d-98a4-de187ffeea38,2024-03-13 13:19:31 CET
5487,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,5506,0.0-0.0,NA,NA,5188d7f1-b0d4-4316-bf6d-d3505dddf838,2024-03-13 13:20:01 CET
25424,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",76,html-slider-response,1,30940,0.0-1.0-0.0,50,NA,5188d7f1-b0d4-4316-bf6d-d3505dddf838,2024-03-13 13:20:01 CET
19280,NA,"{""P0_Q0"":null,""age"":""40"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,50447,0.0-2.0,NA,[],5188d7f1-b0d4-4316-bf6d-d3505dddf838,2024-03-13 13:20:01 CET
1365,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1371,0.0-0.0,NA,NA,44dc290a-c98d-458f-a9d2-0c5dbef560f0,2024-03-13 13:20:03 CET
13558,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",89,html-slider-response,1,14931,0.0-1.0-0.0,50,NA,44dc290a-c98d-458f-a9d2-0c5dbef560f0,2024-03-13 13:20:03 CET
10244,NA,"{""P0_Q0"":null,""age"":""37"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,25211,0.0-2.0,NA,[],44dc290a-c98d-458f-a9d2-0c5dbef560f0,2024-03-13 13:20:03 CET
1959,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1965,0.0-0.0,NA,NA,33f8e25f-429b-4d0d-81f6-5f18c5a09e9b,2024-03-13 13:20:28 CET
